"Site","Year","X","Y","DiameterX","DiameterY","Rosettes","Infl","Rust","BrType","InflBr","Comments","TagNew","location_comment","TagDist","RosNew","InflNew","surv","lagsrtsz","lagforsurv","Tot_fall_ppt","Tot_winter_ppt","Tot_summer_ppt","Mean_fall_temp","Mean_winter_temp","Mean_summer_temp","TransectNew","InflYesNo"
"Garden Park West",2014,NA,NA,NA,NA,3,0,NA,NA,NA,NA,"W.4.116","ignore lower patch",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"W.4",NA
"Garden Park West",2015,NA,NA,NA,NA,3,0,NA,NA,NA,NA,"W.4.116","ignore lower patch",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"W.4",NA
"Garden Park West",2016,NA,NA,NA,NA,3,0,NA,NA,NA,NA,"W.4.116","ignore lower patch",0,NA,NA,NA,0,0,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"W.4",NA
"Garden Park West",2017,NA,NA,NA,NA,3,0,NA,NA,NA,NA,"W.4.116","ignore lower patch",0,NA,NA,NA,0,0,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,"W.4",NA
"Garden Park West",2018,NA,NA,NA,NA,3,0,NA,NA,NA,NA,"W.4.116","ignore lower patch",0,NA,NA,NA,0,0,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,"W.4",NA
"Garden Park West",2019,NA,NA,NA,NA,3,0,NA,NA,NA,NA,"W.4.116","ignore lower patch",0,NA,NA,NA,0,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486,"W.4",NA
"Garden Park West",2020,0.1,1.18,NA,NA,NA,NA,NA,NA,NA,NA,"W.4.116","ignore lower patch",0,NA,NA,0,0,8,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,"W.4",NA
"Garden Park West",2007,0.1,2.52,3,2,2,0,0,"None",0,"new plant","W.4.660","",0,2,0,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.4",0
"Garden Park West",2008,0.1,2.52,12,6,7,0,0,"None",0,"","W.4.660","",0,7,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.4",0
"Garden Park West",2009,0.1,2.52,4,3,4,0,0,"None",0,"looks split so lower is out","W.4.660","",0,4,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"W.4",0
"Garden Park West",2010,0.1,2.52,15,7,25,0,0,"None",0,"","W.4.660","",0,25,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"W.4",0
"Garden Park West",2011,0.1,2.52,0,0,NA,NA,0,"None",0,"","W.4.660","",0,NA,NA,NA,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"W.4",NA
"Garden Park West",2012,0.1,2.52,15,7,8,4,0,"None",0,"","W.4.660","",0,8,4,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"W.4",1
"Garden Park West",2013,0.1,2.52,13,7,15,0,0,"None",0,"","W.4.660","",0,15,0,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"W.4",0
"Garden Park West",2014,NA,NA,NA,NA,2,0,NA,NA,NA,NA,"W.4.660","",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"W.4",NA
"Garden Park West",2015,NA,NA,NA,NA,2,0,NA,NA,NA,NA,"W.4.660","",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"W.4",NA
"Garden Park West",2016,0.1,2.52,NA,NA,NA,NA,NA,"None",NA,"tag not found","W.4.660","",0,NA,NA,0,0,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"W.4",NA
"Garden Park West",2007,0.12,8.73,9,6,4,0,0,"None",0,"new plant","W.5.663","",0,4,0,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"W.5",0
"Garden Park West",2008,0.12,8.73,0,0,NA,NA,0,"None",0,"dead, remnants","W.5.663","",0,NA,NA,0,0,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"W.5",NA
"Garden Park East",2007,0.33,0.5,19,18,29,13,0,"None",0,"","E.6.652","",0,29,13,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",1
"Garden Park East",2008,0.33,0.5,18,12,33,2,0,"None",0,"","E.6.652","",0,33,2,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",1
"Garden Park East",2009,0.33,0.5,16,13,18,6,0,"Leaf",0,"","E.6.652","",0,18,6,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",1
"Garden Park East",2010,0.33,0.5,16,12,29,9,0,"None",0,"","E.6.652","",0,29,9,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",1
"Garden Park East",2011,0.33,0.5,16,7,23,0,0,"None",0,"","E.6.652","",0,23,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",0
"Garden Park East",2012,0.33,0.5,11,8,32,25,0,"None",0,"","E.6.652","",0,32,25,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.6",1
"Garden Park East",2013,0.33,0.5,17,15,15,7,0,"None",0,"","E.6.652","",0,15,7,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.6",1
"Garden Park East",2014,NA,NA,NA,NA,29,13,NA,NA,NA,NA,"E.6.652","",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.6",NA
"Garden Park East",2015,NA,NA,NA,NA,29,13,NA,NA,NA,NA,"E.6.652","",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.6",NA
"Garden Park East",2016,0.33,0.5,20,12,18,0,0,"None",0,"","E.6.652","",0,18,0,1,3,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.6",0
"Garden Park East",2017,NA,NA,NA,NA,29,13,NA,NA,NA,NA,"E.6.652","",0,NA,NA,NA,0,0,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,"E.6",NA
"Garden Park East",2018,0.33,0.5,20,8,11,0,0,"None",0,"","E.6.652","",0,11,0,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,"E.6",0
"Garden Park East",2019,NA,NA,NA,NA,29,13,NA,NA,NA,NA,"E.6.652","",0,NA,NA,NA,0,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486,"E.6",NA
"Garden Park East",2020,0.33,0.5,NA,NA,NA,NA,NA,NA,NA,NA,"E.6.652","",0,NA,NA,NA,0,0,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,"E.6",NA
"Garden Park East",2021,NA,NA,NA,NA,29,13,NA,NA,NA,NA,"E.6.652","",0,NA,NA,NA,0,0,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,"E.6",NA
"Garden Park East",2022,0.33,0.5,23,13,15,0,0,"None",0,"","E.6.652","",0,15,0,1,4,4,103.334198,82.71409845,212.1602964,15.25862455,1.965074971,16.43314981,"E.6",0
"Garden Park East",2007,0.2,1.21,18,8,4,4,0,"None",0,"","E.6.651","tag 25 N",25,4,4,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",1
"Garden Park East",2008,0.2,1.21,10,5,10,2,0,"None",0,"","E.6.651","tag 25 N",25,10,2,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",1
"Garden Park East",2009,0.2,1.21,11,5,6,6,0,"None",0,"","E.6.651","tag 25 N",25,6,6,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",1
"Garden Park East",2010,0.2,1.21,14,9,18,3,0,"None",0,"","E.6.651","tag 25 N",25,18,3,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",1
"Garden Park East",2011,0.2,1.21,4,2,4,0,0,"None",0,"","E.6.651","tag 25 N",25,4,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",0
"Garden Park East",2012,0.2,1.21,6,3,8,4,0,"None",0,"","E.6.651","tag 25 N",25,11,4,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.6",1
"Garden Park East",2013,0.2,1.21,1,1,1,0,0,"None",0,"","E.6.651","tag 25 N",25,1,0,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.6",0
"Garden Park East",2014,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"E.6.651","tag 25 N",25,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.6",NA
"Garden Park East",2015,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"E.6.651","tag 25 N",25,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.6",NA
"Garden Park East",2016,0.2,1.21,10,4,4,2,0,"Leaf",0,"","E.6.651","tag 25 N",25,4,2,1,3,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.6",1
"Garden Park East",2017,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"E.6.651","tag 25 N",25,NA,NA,NA,0,0,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,"E.6",NA
"Garden Park East",2018,0.2,1.21,10,9,8,4,0,"Inflorescence",1,"","E.6.651","tag 25 N",25,8,4,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,"E.6",1
"Garden Park East",2019,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"E.6.651","tag 25 N",25,NA,NA,NA,0,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486,"E.6",NA
"Garden Park East",2020,0.2,1.21,NA,NA,NA,NA,NA,NA,NA,NA,"E.6.651","tag 25 N",25,NA,NA,NA,0,0,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,"E.6",NA
"Garden Park East",2021,NA,NA,NA,NA,4,4,NA,NA,NA,NA,"E.6.651","tag 25 N",25,NA,NA,NA,0,0,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,"E.6",NA
"Garden Park East",2022,0.2,1.21,10,10,13,5,0,"None",0,"","E.6.651","tag 25 N",25,13,5,1,4,4,103.334198,82.71409845,212.1602964,15.25862455,1.965074971,16.43314981,"E.6",1
"Garden Park East",2007,0.35,0.7,23,12,20,0,0,"None",0,"","E.6.655","6 cm w of tag",6,20,0,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",0
"Garden Park East",2008,0.35,0.7,19,9,16,0,0,"Leaf",0,"","E.6.655","6 cm w of tag",6,16,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",0
"Garden Park East",2009,0.35,0.7,18,7,11,1,0,"Leaf",0,"","E.6.655","6 cm w of tag",6,11,1,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",1
"Garden Park East",2010,0.35,0.7,18,12,23,1,0,"None",0,"","E.6.655","6 cm w of tag",6,23,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",1
"Garden Park East",2011,0.35,0.7,0,0,NA,NA,0,"None",0,"dead","E.6.655","6 cm w of tag",6,NA,NA,NA,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",NA
"Garden Park East",2012,0.35,0.7,7,6,12,5,0,"None",0,"","E.6.655","6 cm w of tag",6,12,5,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.6",1
"Garden Park East",2013,0.35,0.7,11,4,4,0,0,"None",0,"","E.6.655","6 cm w of tag",6,4,0,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.6",0
"Garden Park East",2014,NA,NA,NA,NA,20,0,NA,NA,NA,NA,"E.6.655","6 cm w of tag",6,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.6",NA
"Garden Park East",2015,NA,NA,NA,NA,20,0,NA,NA,NA,NA,"E.6.655","6 cm w of tag",6,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.6",NA
"Garden Park East",2016,0.35,0.7,40,17,32,0,0,"None",0,"","E.6.655","6 cm w of tag",6,32,0,1,3,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.6",0
"Garden Park East",2017,NA,NA,NA,NA,20,0,NA,NA,NA,NA,"E.6.655","6 cm w of tag",6,NA,NA,NA,0,0,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,"E.6",NA
"Garden Park East",2018,0.35,0.7,29,15,19,4,0,"None",0,"","E.6.655","6 cm w of tag",6,19,4,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,"E.6",1
"Garden Park East",2019,NA,NA,NA,NA,20,0,NA,NA,NA,NA,"E.6.655","6 cm w of tag",6,NA,NA,NA,0,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486,"E.6",NA
"Garden Park East",2020,0.35,0.7,NA,NA,NA,NA,NA,NA,NA,NA,"E.6.655","6 cm w of tag",6,NA,NA,NA,0,0,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,"E.6",NA
"Garden Park East",2021,NA,NA,NA,NA,20,0,NA,NA,NA,NA,"E.6.655","6 cm w of tag",6,NA,NA,NA,0,0,67.40399933,96.28939724,255.8123894,13.94194984,1.009499963,15.97077453,"E.6",NA
"Garden Park East",2022,0.35,0.7,23,12,15,4,0,"None",0,"","E.6.655","6 cm w of tag",6,15,4,1,4,4,103.334198,82.71409845,212.1602964,15.25862455,1.965074971,16.43314981,"E.6",1
"Garden Park East",2007,0.04,1.79,26,15,21,16,0,"None",0,"","E.6.658","",0,21,16,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",1
"Garden Park East",2008,0.04,1.79,2,16,35,28,0,"None",0,"","E.6.658","",0,35,28,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",1
"Garden Park East",2009,0.04,1.79,17,15,20,20,0,"Leaf",0,"","E.6.658","",0,20,20,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",1
"Garden Park East",2010,0.04,1.79,19,17,62,30,0,"None",0,"","E.6.658","",0,62,30,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",1
"Garden Park East",2011,0.04,1.79,15,14,47,0,0,"None",0,"","E.6.658","",0,47,0,1,1,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",0
"Garden Park East",2012,0.04,1.79,6,5,29,4,0,"None",0,"mostly outside plot","E.6.658","",0,29,4,1,1,1,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.6",1
"Garden Park East",2013,0.04,1.79,NA,NA,NA,NA,NA,"None",NA,"dead","E.6.658","",0,NA,NA,NA,0,0,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.6",NA
"Garden Park East",2014,NA,NA,NA,NA,21,16,NA,NA,NA,NA,"E.6.658","",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.6",NA
"Garden Park East",2015,NA,NA,NA,NA,21,16,NA,NA,NA,NA,"E.6.658","",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.6",NA
"Garden Park East",2016,0.04,1.79,6,4,2,1,0,"None",0,"","E.6.658","",0,2,1,1,4,4,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.6",1
"Garden Park East",2017,NA,NA,NA,NA,21,16,NA,NA,NA,NA,"E.6.658","",0,NA,NA,NA,0,0,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,"E.6",NA
"Garden Park East",2018,0.04,1.79,10,5,6,6,0,"None",0,"","E.6.658","",0,6,6,1,2,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,"E.6",1
"Garden Park East",2019,NA,NA,NA,NA,21,16,NA,NA,NA,NA,"E.6.658","",0,NA,NA,NA,0,0,128.3570004,88.84800053,233.9699993,12.63000053,0.738500021,14.93757486,"E.6",NA
"Garden Park East",2020,0.04,1.79,NA,NA,NA,NA,NA,NA,NA,NA,"E.6.658","",0,NA,NA,0,0,2,120.4289989,71.71000051,138.3840027,13.07759964,1.729474932,16.15969968,"E.6",NA
"Garden Park East",2007,0.15,0.83,18,11,14,7,0,"None",0,"","E.6.675","",0,14,7,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",1
"Garden Park East",2008,0.15,0.83,9,7,15,0,0,"None",0,"","E.6.675","",0,15,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",0
"Garden Park East",2009,0.15,0.83,10,7,5,1,0,"Leaf",0,"","E.6.675","",0,5,1,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",1
"Garden Park East",2010,0.15,0.83,11,6,13,2,0,"None",0,"","E.6.675","",0,13,2,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",1
"Garden Park East",2011,0.15,0.83,0,0,NA,NA,0,"None",0,"dead -wash out","E.6.675","",0,NA,NA,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",NA
"Garden Park East",2007,0.05,2.39,13,8,6,2,0,"None",0,"","E.6.678","",0,6,2,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",1
"Garden Park East",2008,0.05,2.39,9,4,5,0,0,"None",0,"","E.6.678","",0,5,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",0
"Garden Park East",2009,0.05,2.39,7,3,3,0,0,"Leaf",0,"","E.6.678","",0,3,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",0
"Garden Park East",2010,0.05,2.39,13,4,9,1,0,"None",0,"","E.6.678","",0,9,1,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",1
"Garden Park East",2011,0.05,2.39,0,0,NA,NA,0,"None",0,"dead","E.6.678","",0,NA,NA,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",NA
"Garden Park East",2007,0.23,3.05,37,20,37,0,0,"None",0,"","E.6.656","",0,37,0,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",0
"Garden Park East",2008,0.23,3.05,34,19,80,0,0,"Leaf",0,"tag below","E.6.656","",0,80,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",0
"Garden Park East",2009,0.23,3.05,31,22,37,0,0,"Leaf",0,"","E.6.656","",0,37,0,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",0
"Garden Park East",2010,0.23,3.05,31,21,81,0,0,"None",0,"","E.6.656","",0,81,0,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",0
"Garden Park East",2011,0.23,3.05,0,0,NA,NA,0,"None",0,"dead (plant is 1/2 in 1/2 out","E.6.656","",0,NA,NA,NA,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",NA
"Garden Park East",2012,0.23,3.05,9,6,28,0,0,"None",0,"","E.6.656","",0,28,0,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.6",0
"Garden Park East",2013,0.23,3.05,NA,NA,NA,NA,NA,"None",NA,"dead","E.6.656","",0,NA,NA,0,0,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.6",NA
"Garden Park East",2007,0.29,12.94,32,25,44,43,0,"Inflorescence",1,"mammal","E.6.261","formerly 676",0,44,43,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",1
"Garden Park East",2008,0.29,12.94,23,22,62,3,0,"Leaf",0,"minor leaf damage","E.6.261","formerly 676",0,62,3,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",1
"Garden Park East",2009,0.29,12.94,22,18,28,17,0,"Leaf",0,"retagged as #261","E.6.261","formerly 676",0,28,17,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",1
"Garden Park East",2010,0.29,12.94,22,22,54,32,0,"None",0,"","E.6.261","formerly 676",0,54,32,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",1
"Garden Park East",2011,0.29,12.94,0,0,NA,NA,0,"None",0,"1/2 in and 1/2 out","E.6.261","formerly 676",0,NA,NA,NA,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",NA
"Garden Park East",2012,0.29,12.94,11,5,20,13,0,"None",0,"","E.6.261","formerly 676",0,20,13,1,2,2,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.6",1
"Garden Park East",2013,0.29,12.94,15,6,7,0,0,"Leaf",0,"","E.6.261","formerly 676",0,7,0,1,1,1,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.6",0
"Garden Park East",2014,NA,NA,NA,NA,44,43,NA,NA,NA,NA,"E.6.261","formerly 676",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.6",NA
"Garden Park East",2015,NA,NA,NA,NA,44,43,NA,NA,NA,NA,"E.6.261","formerly 676",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.6",NA
"Garden Park East",2016,0.29,12.94,NA,NA,NA,NA,NA,"None",NA,"dead","E.6.261","formerly 676",0,NA,NA,0,0,3,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.6",NA
"Garden Park East",2007,0.55,13.15,26,26,36,22,0,"Inflorescence",1,"mammal","E.6.665","downhill from tag",0,82,48,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",1
"Garden Park East",2008,0.55,13.15,39,23,81,3,0,"Leaf",0,"","E.6.665","downhill from tag",0,81,3,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",1
"Garden Park East",2009,0.55,13.15,39,25,78,1,0,"Leaf",0,"","E.6.665","downhill from tag",0,78,1,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",1
"Garden Park East",2010,0.55,13.15,44,28,129,13,0,"None",0,"","E.6.665","downhill from tag",0,129,13,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",1
"Garden Park East",2011,0.55,13.15,0,0,NA,NA,0,"None",0,"nail is 1.0 m from line: plant out of range","E.6.665","downhill from tag",0,NA,NA,NA,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",NA
"Garden Park East",2012,0.55,13.15,0,0,NA,NA,0,"None",0,"out of plot","E.6.665","downhill from tag",0,NA,NA,NA,0,0,173.4370041,45.44700122,173.9370031,13.57525074,1.998000085,17.45250082,"E.6",NA
"Garden Park East",2013,0.55,13.15,NA,NA,NA,NA,NA,"None",NA,"out of plot","E.6.665","downhill from tag",0,NA,NA,NA,0,0,83.17200089,53.7239995,163.0979977,13.40475047,0.392250009,15.07925105,"E.6",NA
"Garden Park East",2014,NA,NA,NA,NA,36,22,NA,NA,NA,NA,"E.6.665","downhill from tag",0,NA,NA,NA,0,0,248.3630075,78.29500008,234.2239933,13.15425086,0.481249988,15.200001,"E.6",NA
"Garden Park East",2015,NA,NA,NA,NA,36,22,NA,NA,NA,NA,"E.6.665","downhill from tag",0,NA,NA,NA,0,0,128.8789997,137.0389996,426.7170105,12.9030003,2.045500085,15.3330009,"E.6",NA
"Garden Park East",2016,0.55,13.15,NA,NA,NA,NA,NA,"None",NA,"mostly dead","E.6.665","downhill from tag",0,36,0,1,6,6,116.2959976,62.17699909,247.020998,14.68625033,2.502000123,16.16900063,"E.6",0
"Garden Park East",2017,NA,NA,NA,NA,36,22,NA,NA,NA,NA,"E.6.665","downhill from tag",0,NA,NA,NA,0,0,117.0090003,60.41499996,326.3449955,14.64600086,2.886750179,15.50900078,"E.6",NA
"Garden Park East",2018,0.55,13.15,0,0,NA,NA,0,"None",0,"","E.6.665","downhill from tag",0,NA,NA,0,0,2,203.708004,38.44499874,155.4189968,13.455001,1.983250052,17.04200029,"E.6",NA
"Garden Park East",2007,0.26,21.4,12,9,4,1,0,"None",0,"","E.6.657","",0,4,1,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",1
"Garden Park East",2008,0.26,21.4,8,7,10,0,0,"None",0,"","E.6.657","",0,10,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",0
"Garden Park East",2009,0.26,21.4,10,7,8,4,0,"None",0,"","E.6.657","",0,8,4,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",1
"Garden Park East",2010,0.26,21.4,16,7,9,2,0,"None",0,"","E.6.657","",0,9,2,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",1
"Garden Park East",2011,0.26,21.4,0,0,NA,NA,0,"None",0,"dead; out tag is at 67 cm","E.6.657","",0,NA,NA,0,0,1,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",NA
"Garden Park East",2007,0.14,13.46,24,21,11,8,0,"None",0,"","E.6.283","formerly 677",0,25,17,1,0,0,167.9129987,110.2059994,271.3629971,12.09250057,0.578000057,15.22200072,"E.6",1
"Garden Park East",2008,0.14,13.46,12,6,8,0,0,"Leaf",0,"","E.6.283","formerly 677",0,8,0,1,1,1,98.75799704,102.3950014,92.39099979,14.216501,-0.341999982,15.16500068,"E.6",0
"Garden Park East",2009,0.14,13.46,11,8,8,1,0,"None",0,"retagged as #283","E.6.283","formerly 677",0,8,1,1,1,1,138.928998,77.65999961,242.2649918,13.34550071,1.952750087,15.14525044,"E.6",1
"Garden Park East",2010,0.14,13.46,17,15,28,22,0,"None",0,"","E.6.283","formerly 677",0,28,22,1,1,1,180.8910007,124.4659953,137.6860008,11.81425035,-0.230499998,15.91625047,"E.6",1
"Garden Park East",2011,0.14,13.46,0,0,NA,NA,0,"None",0,"out nail is at 60 cm","E.6.283","formerly 677",0,NA,NA,NA,0,0,85.2840004,48.1170001,120.6329985,13.6962508,0.953500062,15.76275015,"E.6",NA
